Status,Age,Income,Client_Dependents,Tenure_Months,Products,Inactive_Months,Bank_Contacts,Credit_Limit,Revolving_Bal,Avg_OpenToBuy,Total_Trans_Amount,Trans_Count,Utilization_Ratio,Riesgo_Impago,Riesgo_Abandono,Puntaje_Riesgo
Existing Customer,45,50000.0,4,34,4,4,2,4244.0,1066,3178.0,4016,89,0.251,no_riesgo,Bajo,0.04305913043478261
Existing Customer,40,50000.0,5,20,5,2,1,2984.0,1879,1105.0,4813,83,0.63,no_riesgo,Medio,0.06197024390243903
Existing Customer,48,100000.0,3,36,3,4,2,2713.0,2201,512.0,4220,79,0.811,riesgo,Medio,0.04241816326530612
Existing Customer,42,50000.0,2,34,4,4,3,2471.0,1658,813.0,4406,62,0.671,no_riesgo,Medio,0.056415813953488374
Existing Customer,47,70000.0,1,42,6,4,2,4549.0,0,3474.0,4660,79,0.0,no_riesgo,Bajo,0.020833333333333332
Existing Customer,54,20000.0,4,46,3,2,1,4166.0,989,3177.0,4584,70,0.237,no_riesgo,Bajo,0.06763181818181818
Existing Customer,38,50000.0,1,27,5,6,0,13100.0,1436,11664.0,3201,78,0.11,no_riesgo,Bajo,0.05436102564102564
Attrited Customer,43,70000.0,3,36,2,3,3,1438.3,0,1438.3,1707,38,0.0,riesgo,Bajo,0.022727272727272728
Existing Customer,43,20000.0,3,36,6,2,3,2242.0,0,2242.0,4845,66,0.0,no_riesgo,Bajo,0.022727272727272728
Attrited Customer,37,50000.0,3,30,3,3,3,9874.0,0,9874.0,2446,47,0.0,no_riesgo,Bajo,0.02631578947368421
Existing Customer,41,50000.0,4,30,5,3,3,4432.0,1335,3097.0,4144,79,0.301,no_riesgo,Bajo,0.05050952380952381
Existing Customer,45,20000.0,3,34,6,4,2,4975.0,1221,3754.0,4776,68,0.245,no_riesgo,Bajo,0.08278913043478262
Existing Customer,49,20000.0,3,38,6,5,1,2652.0,1581,1071.0,4747,80,0.596,no_riesgo,Bajo,0.09905
Existing Customer,54,20000.0,2,36,3,1,2,2043.0,1597,446.0,3553,61,0.782,no_riesgo,Medio,0.09803181818181819
Attrited Customer,45,20000.0,4,34,4,2,3,3489.0,2517,972.0,2684,39,0.721,no_riesgo,Alto,0.1475891304347826
Existing Customer,52,100000.0,1,36,4,2,2,14858.0,1594,13264.0,4286,72,0.107,no_riesgo,Bajo,0.034807924528301885
Existing Customer,40,50000.0,4,27,5,2,2,2822.0,2182,640.0,5371,93,0.773,no_riesgo,Medio,0.06803024390243903
Existing Customer,54,20000.0,4,44,3,3,2,2901.0,2517,384.0,4731,83,0.176,no_riesgo,Alto,0.14403181818181818
Existing Customer,52,20000.0,4,36,5,3,3,1594.0,0,1594.0,4653,65,0.0,riesgo,Bajo,0.018867924528301886
Existing Customer,58,20000.0,0,36,3,3,1,2241.0,1670,571.0,4653,75,0.745,no_riesgo,Bajo,0.10044915254237288
Existing Customer,51,20000.0,2,39,3,4,2,2581.0,1722,859.0,4431,79,0.667,no_riesgo,Medio,0.10533076923076923
Existing Customer,40,120000.0,2,33,6,4,1,14713.0,905,13808.0,4125,82,0.062,no_riesgo,Bajo,0.031931910569105694
Attrited Customer,49,20000.0,3,33,6,3,3,2910.0,0,2910.0,2648,41,0.0,no_riesgo,Bajo,0.02
Existing Customer,39,50000.0,3,36,3,3,3,2366.0,1927,439.0,3659,66,0.814,riesgo,Medio,0.06354
Attrited Customer,54,20000.0,0,36,4,3,2,2708.0,0,2708.0,2321,45,0.0,no_riesgo,Bajo,0.01818181818181818
Existing Customer,42,100000.0,3,36,5,4,3,1681.0,0,1681.0,5416,82,0.0,riesgo,Bajo,0.023255813953488372
Existing Customer,40,20000.0,4,32,6,1,1,2594.0,2159,435.0,3872,71,0.176,no_riesgo,Alto,0.13234024390243904
Existing Customer,41,50000.0,4,31,5,1,2,2128.0,1383,745.0,3968,81,0.65,no_riesgo,Medio,0.05146952380952381
Existing Customer,50,20000.0,1,38,3,3,3,1438.3,0,1438.3,4594,86,0.0,riesgo,Bajo,0.0196078431372549
Attrited Customer,47,100000.0,2,32,1,3,3,1438.3,0,1438.3,2388,42,0.0,riesgo,Bajo,0.020833333333333332
Existing Customer,46,70000.0,3,36,4,3,1,4696.0,0,4696.0,4828,62,0.0,no_riesgo,Bajo,0.02127659574468085
Attrited Customer,52,20000.0,3,36,5,3,3,2566.0,1079,1487.0,2340,36,0.42,no_riesgo,Bajo,0.07281792452830188
Existing Customer,53,50000.0,2,36,3,4,3,2592.0,1364,1228.0,4208,68,0.526,no_riesgo,Bajo,0.045798518518518516
Existing Customer,56,20000.0,1,50,4,4,1,1698.0,0,1698.0,4371,74,0.0,riesgo,Bajo,0.017543859649122806
Existing Customer,57,50000.0,2,47,5,2,2,4682.0,1010,3672.0,4322,83,0.216,no_riesgo,Bajo,0.03744137931034483
Existing Customer,56,50000.0,2,44,6,1,2,4439.0,1513,2926.0,4532,95,0.341,no_riesgo,Bajo,0.0478038596491228
Existing Customer,34,20000.0,1,25,6,1,2,2689.0,1618,1071.0,4237,79,0.602,no_riesgo,Alto,0.10947142857142857
Existing Customer,46,100000.0,2,30,6,3,1,11670.0,915,10755.0,4277,89,0.078,no_riesgo,Bajo,0.030426595744680852
Existing Customer,47,50000.0,4,36,3,1,1,1596.0,0,1596.0,5678,81,0.0,riesgo,Bajo,0.020833333333333332
Attrited Customer,40,50000.0,4,30,1,3,4,3356.0,2517,839.0,2032,39,0.75,no_riesgo,Medio,0.07473024390243903
Existing Customer,53,70000.0,0,46,4,4,2,1590.0,0,1590.0,4229,73,0.0,riesgo,Bajo,0.018518518518518517
Existing Customer,55,100000.0,2,46,5,5,2,4994.0,0,4994.0,4802,81,0.0,no_riesgo,Bajo,0.017857142857142856
Existing Customer,51,50000.0,3,44,4,2,3,16406.0,0,16406.0,4075,75,0.0,no_riesgo,Bajo,0.019230769230769232
Existing Customer,52,20000.0,2,36,6,3,1,2451.0,1733,718.0,5283,90,0.707,no_riesgo,Medio,0.10551792452830189
Existing Customer,40,100000.0,2,29,5,2,3,9109.0,1347,7762.0,3991,84,0.148,no_riesgo,Bajo,0.03786024390243903
Existing Customer,45,20000.0,1,36,3,4,1,2632.0,1480,1152.0,4787,89,0.562,no_riesgo,Bajo,0.0957391304347826
Attrited Customer,46,20000.0,3,34,3,3,1,1438.3,0,1438.3,2658,43,0.0,riesgo,Bajo,0.02127659574468085
Existing Customer,38,20000.0,3,36,5,4,3,1757.0,1352,405.0,4121,81,0.769,riesgo,Medio,0.09324102564102563
Existing Customer,46,20000.0,1,40,6,4,3,2711.0,1793,918.0,5084,79,0.661,no_riesgo,Medio,0.11092659574468085
Existing Customer,47,20000.0,4,36,5,4,2,2776.0,1341,1435.0,4318,68,0.483,no_riesgo,Bajo,0.08788333333333333
Existing Customer,44,50000.0,2,35,3,2,1,1438.3,1091,347.3,4988,90,0.759,riesgo,Medio,0.04404222222222222
Attrited Customer,36,100000.0,3,21,5,3,2,5015.0,1963,3052.0,2491,43,0.391,no_riesgo,Bajo,0.04665702702702703
Existing Customer,40,70000.0,4,36,3,2,2,8529.0,901,7628.0,4252,68,0.106,no_riesgo,Bajo,0.037261672473867594
Existing Customer,49,20000.0,0,30,3,2,0,1604.0,1112,492.0,4253,68,0.693,riesgo,Medio,0.0756
Existing Customer,56,50000.0,1,36,6,2,2,4263.0,0,4263.0,4876,70,0.0,no_riesgo,Bajo,0.017543859649122806
Existing Customer,45,20000.0,1,40,5,3,2,2493.0,1655,838.0,4473,76,0.664,no_riesgo,Medio,0.10448913043478261
Attrited Customer,38,20000.0,2,33,3,3,3,1568.0,0,1568.0,2812,59,0.0,riesgo,Bajo,0.02564102564102564
Existing Customer,43,20000.0,3,38,6,1,2,1521.0,0,1521.0,4880,79,0.0,riesgo,Bajo,0.022727272727272728
Existing Customer,48,50000.0,2,31,6,3,3,3261.0,1730,1531.0,4242,65,0.531,no_riesgo,Bajo,0.05500816326530612
Existing Customer,39,20000.0,2,25,4,2,1,1781.0,935,846.0,5093,77,0.525,riesgo,Bajo,0.07175000000000001
Existing Customer,62,20000.0,1,55,6,1,1,5284.0,2517,2767.0,4525,63,0.476,no_riesgo,Bajo,0.14172301587301586
Attrited Customer,47,50000.0,3,36,3,3,1,5590.0,0,5590.0,1507,32,0.0,no_riesgo,Bajo,0.020833333333333332
Existing Customer,57,50000.0,1,36,5,2,3,1734.0,980,754.0,4313,92,0.565,riesgo,Bajo,0.03684137931034483
Existing Customer,48,50000.0,5,36,4,2,3,7645.0,931,6714.0,5016,73,0.122,no_riesgo,Bajo,0.03902816326530612
Existing Customer,48,50000.0,1,39,6,4,2,1438.3,1218,220.3,4600,76,0.176,riesgo,Medio,0.044768163265306124
Existing Customer,34,20000.0,1,23,4,1,1,2207.0,1527,680.0,4159,64,0.692,no_riesgo,Alto,0.10492142857142857
Existing Customer,46,20000.0,1,23,5,2,1,1723.0,1010,713.0,4112,82,0.586,riesgo,Bajo,0.07177659574468086
Existing Customer,49,20000.0,2,44,4,4,2,1644.0,0,1644.0,4898,82,0.0,riesgo,Bajo,0.02
Attrited Customer,48,20000.0,4,37,3,2,3,1745.0,0,1745.0,2297,44,0.0,riesgo,Bajo,0.02040816326530612
Existing Customer,42,50000.0,3,33,6,2,3,3376.0,1661,1715.0,4629,75,0.492,no_riesgo,Bajo,0.05647581395348837
Existing Customer,47,70000.0,3,29,4,3,3,7298.0,0,7298.0,4512,72,0.0,no_riesgo,Bajo,0.020833333333333332
Attrited Customer,45,100000.0,3,39,1,3,3,8383.0,0,8383.0,2600,44,0.0,no_riesgo,Bajo,0.021739130434782608
Existing Customer,41,50000.0,4,29,5,4,2,3600.0,746,2854.0,4184,61,0.207,no_riesgo,Bajo,0.03872952380952381
Existing Customer,45,50000.0,4,29,3,2,1,4595.0,1781,2814.0,3746,68,0.388,no_riesgo,Bajo,0.05735913043478261
Existing Customer,57,100000.0,0,39,4,4,3,2795.0,1832,963.0,4679,67,0.655,no_riesgo,Bajo,0.03556137931034482
Existing Customer,49,20000.0,2,39,6,1,3,1768.0,0,1768.0,4628,90,0.0,riesgo,Bajo,0.02
Existing Customer,50,20000.0,2,45,4,2,3,1780.0,893,887.0,4630,73,0.502,riesgo,Bajo,0.06425784313725491
Existing Customer,51,20000.0,3,39,5,4,3,2987.0,1764,1223.0,4339,72,0.591,no_riesgo,Bajo,0.10743076923076923
Existing Customer,44,50000.0,4,24,6,3,2,2717.0,1720,997.0,4196,71,0.633,no_riesgo,Medio,0.05662222222222223
Existing Customer,40,50000.0,4,36,3,3,1,2887.0,0,2887.0,3941,82,0.0,no_riesgo,Bajo,0.024390243902439025
Existing Customer,37,20000.0,2,32,6,1,3,1438.3,0,1438.3,4733,89,0.0,riesgo,Bajo,0.02631578947368421
Existing Customer,46,100000.0,3,40,6,1,1,10879.0,860,10019.0,4629,69,0.079,no_riesgo,Bajo,0.02987659574468085
Existing Customer,39,20000.0,1,28,5,3,3,1809.0,1181,628.0,4452,83,0.653,riesgo,Medio,0.08405
Attrited Customer,38,50000.0,2,28,6,2,2,1628.0,0,1628.0,2527,41,0.0,riesgo,Bajo,0.02564102564102564
Existing Customer,45,20000.0,3,36,3,4,0,1438.3,0,1438.3,4463,71,0.0,riesgo,Bajo,0.021739130434782608
Attrited Customer,37,20000.0,4,36,3,3,3,1586.0,0,1586.0,2109,41,0.0,riesgo,Bajo,0.02631578947368421
Existing Customer,43,50000.0,5,36,5,3,2,2311.0,1320,991.0,3967,71,0.571,no_riesgo,Bajo,0.04912727272727273
Existing Customer,48,20000.0,3,43,5,3,2,2109.0,1205,904.0,2935,60,0.571,no_riesgo,Bajo,0.08065816326530612
Existing Customer,51,20000.0,4,40,5,4,3,1562.0,1057,505.0,5019,78,0.677,riesgo,Medio,0.07208076923076923
Attrited Customer,44,50000.0,4,33,5,3,6,1438.3,0,1438.3,2316,48,0.0,riesgo,Bajo,0.022222222222222223
Existing Customer,39,100000.0,4,35,6,2,1,2981.0,757,2224.0,4824,76,0.254,no_riesgo,Bajo,0.03257
Existing Customer,47,100000.0,2,31,3,1,3,5295.0,723,4572.0,4412,90,0.137,no_riesgo,Bajo,0.028063333333333332
Attrited Customer,51,50000.0,4,37,2,3,2,4708.0,920,3788.0,2179,50,0.195,no_riesgo,Bajo,0.03763076923076923
Existing Customer,54,70000.0,2,50,3,1,3,2210.0,1002,1208.0,4798,86,0.453,no_riesgo,Bajo,0.0324961038961039
Existing Customer,53,50000.0,3,45,4,3,1,1972.0,0,1972.0,5085,73,0.0,riesgo,Bajo,0.018518518518518517
Existing Customer,48,70000.0,4,42,5,4,2,2384.0,1596,788.0,3149,59,0.669,no_riesgo,Medio,0.04320816326530612
Existing Customer,35,20000.0,4,36,3,3,3,2311.0,1222,1089.0,4730,89,0.529,no_riesgo,Bajo,0.08887777777777778
Existing Customer,46,50000.0,4,37,6,4,2,1912.0,1172,740.0,4841,81,0.613,riesgo,Medio,0.04471659574468085
Existing Customer,49,50000.0,2,44,6,1,3,2147.0,1402,745.0,4240,69,0.653,no_riesgo,Medio,0.04804
Attrited Customer,42,20000.0,4,23,3,2,3,3214.0,0,3214.0,2119,44,0.0,no_riesgo,Bajo,0.023255813953488372
Existing Customer,43,20000.0,4,36,5,3,3,3006.0,879,2127.0,5125,87,0.292,no_riesgo,Bajo,0.06667727272727272
Existing Customer,52,100000.0,3,46,5,1,2,2735.0,1942,793.0,3724,66,0.71,no_riesgo,Medio,0.03828792452830189
Existing Customer,50,120000.0,2,36,3,2,3,3390.0,2385,1005.0,4128,73,0.704,no_riesgo,Medio,0.039482843137254905
Attrited Customer,54,100000.0,4,49,1,3,4,4549.0,214,3474.0,1201,22,0.006,no_riesgo,Bajo,0.02032181818181818
Existing Customer,55,50000.0,0,39,4,3,3,11249.0,2012,9237.0,3882,55,0.179,no_riesgo,Bajo,0.058097142857142854
Existing Customer,52,20000.0,1,44,6,3,1,2484.0,1495,989.0,4084,86,0.602,no_riesgo,Medio,0.09361792452830188
Existing Customer,40,20000.0,4,36,5,5,3,2932.0,1664,1268.0,4795,82,0.568,no_riesgo,Bajo,0.10759024390243901
Existing Customer,60,20000.0,1,36,3,4,3,2882.0,2081,801.0,4933,103,0.722,no_riesgo,Medio,0.12044344262295083
Existing Customer,45,20000.0,5,36,5,2,3,2658.0,694,1964.0,4774,92,0.261,no_riesgo,Bajo,0.05643913043478261
Existing Customer,44,50000.0,2,37,4,3,3,5589.0,1336,4253.0,4262,75,0.239,no_riesgo,Bajo,0.04894222222222222
Existing Customer,44,50000.0,1,36,3,4,2,1484.0,885,599.0,4819,74,0.596,riesgo,Bajo,0.03992222222222222
Existing Customer,57,50000.0,3,36,5,1,1,1678.0,1162,516.0,4402,87,0.692,riesgo,Bajo,0.04048137931034483
Attrited Customer,34,50000.0,2,25,2,3,4,12373.0,0,12373.0,2462,40,0.0,no_riesgo,Bajo,0.02857142857142857
Existing Customer,52,20000.0,2,36,3,3,3,2846.0,1606,1240.0,5092,86,0.564,no_riesgo,Bajo,0.09916792452830188
Attrited Customer,42,50000.0,3,34,6,3,1,1585.0,1381,204.0,2360,40,0.176,riesgo,Medio,0.05087581395348837
Existing Customer,42,20000.0,3,36,6,3,3,2837.0,834,2003.0,3892,69,0.294,no_riesgo,Bajo,0.06495581395348837
Existing Customer,51,20000.0,4,43,6,1,2,2066.0,1077,989.0,4678,91,0.521,no_riesgo,Bajo,0.07308076923076923
Existing Customer,47,70000.0,1,36,4,4,3,20789.0,0,20789.0,4105,67,0.0,no_riesgo,Bajo,0.020833333333333332
Existing Customer,48,20000.0,1,35,5,2,2,1449.0,0,1449.0,4797,88,0.0,riesgo,Bajo,0.02040816326530612
Attrited Customer,39,50000.0,1,28,5,3,6,3911.0,0,3911.0,2867,42,0.0,no_riesgo,Bajo,0.025
Existing Customer,56,20000.0,0,45,5,1,1,1737.0,0,1737.0,4611,73,0.0,riesgo,Bajo,0.017543859649122806
Existing Customer,48,20000.0,3,35,3,4,3,1815.0,557,1258.0,4519,76,0.307,riesgo,Bajo,0.04825816326530612
Attrited Customer,46,50000.0,2,37,1,3,3,4848.0,2517,2331.0,2353,53,0.519,no_riesgo,Bajo,0.07161659574468085
Existing Customer,46,20000.0,5,40,3,3,3,1592.0,925,667.0,4615,90,0.581,riesgo,Bajo,0.06752659574468085
Existing Customer,40,20000.0,4,31,5,2,3,1768.0,1242,526.0,4439,65,0.702,riesgo,Medio,0.08649024390243903
Existing Customer,44,50000.0,2,37,4,3,3,8128.0,2344,5784.0,4251,80,0.288,no_riesgo,Bajo,0.06910222222222222
Existing Customer,45,50000.0,0,40,5,4,0,2557.0,1898,659.0,4808,83,0.742,no_riesgo,Medio,0.05969913043478261
Existing Customer,44,70000.0,3,39,5,4,3,2991.0,642,2349.0,4646,62,0.215,no_riesgo,Bajo,0.03139365079365079
Attrited Customer,49,100000.0,2,38,3,4,3,4549.0,0,3474.0,1592,35,0.0,no_riesgo,Bajo,0.02
Existing Customer,45,100000.0,2,36,5,2,3,19099.0,2517,16582.0,4837,77,0.132,no_riesgo,Bajo,0.046909130434782606
Existing Customer,44,50000.0,2,37,6,2,1,4559.0,1680,2879.0,4934,76,0.369,no_riesgo,Bajo,0.05582222222222222
Existing Customer,58,100000.0,2,54,6,3,2,22981.0,1696,21285.0,4192,66,0.074,no_riesgo,Bajo,0.03390915254237288
Existing Customer,38,50000.0,1,36,4,2,2,2358.0,1965,393.0,4922,80,0.176,no_riesgo,Medio,0.06494102564102563
Existing Customer,48,100000.0,4,36,6,4,1,22067.0,685,21382.0,3577,64,0.031,no_riesgo,Bajo,0.02725816326530612
Existing Customer,43,20000.0,3,30,3,3,2,2023.0,1331,692.0,5098,79,0.658,no_riesgo,Medio,0.08927727272727273
Existing Customer,36,50000.0,1,31,6,1,2,2222.0,0,2222.0,4095,65,0.0,no_riesgo,Bajo,0.02702702702702703
Existing Customer,59,70000.0,2,36,6,3,2,1438.3,788,650.3,4297,65,0.548,riesgo,Bajo,0.027923809523809524
Attrited Customer,40,100000.0,3,36,4,4,3,8958.0,0,8958.0,2131,43,0.0,no_riesgo,Bajo,0.024390243902439025
Existing Customer,36,20000.0,1,21,3,2,1,1937.0,733,1204.0,4547,73,0.378,riesgo,Bajo,0.06367702702702703
Existing Customer,40,70000.0,3,35,6,3,2,25219.0,1503,23716.0,4429,87,0.06,no_riesgo,Bajo,0.0458616724738676
Attrited Customer,36,100000.0,3,36,4,1,2,1815.0,0,1815.0,2039,34,0.0,riesgo,Bajo,0.02702702702702703
Existing Customer,60,50000.0,0,48,4,2,1,3361.0,2473,888.0,4589,69,0.736,no_riesgo,Bajo,0.06585344262295081
Existing Customer,47,50000.0,3,36,4,2,3,4786.0,1516,3270.0,4973,74,0.317,no_riesgo,Bajo,0.05115333333333333
Existing Customer,37,50000.0,4,31,3,3,2,1438.3,0,1438.3,5001,91,0.0,riesgo,Bajo,0.02631578947368421
Existing Customer,51,20000.0,1,40,5,3,2,1438.3,908,530.3,4653,74,0.631,riesgo,Medio,0.06463076923076924
Existing Customer,42,20000.0,1,35,5,1,3,2725.0,2444,281.0,4965,85,0.176,no_riesgo,Alto,0.1454558139534884
Existing Customer,42,50000.0,4,38,6,3,2,10039.0,1600,8439.0,4685,76,0.159,no_riesgo,Bajo,0.05525581395348837
Existing Customer,45,50000.0,5,37,3,1,1,2467.0,1446,1021.0,5024,81,0.586,no_riesgo,Bajo,0.05065913043478261
Existing Customer,52,20000.0,1,47,3,1,3,1438.3,0,1438.3,5015,68,0.0,riesgo,Bajo,0.018867924528301886
Attrited Customer,57,20000.0,3,45,1,4,2,1759.0,186,1573.0,2705,35,0.106,riesgo,Bajo,0.026541379310344827
Existing Customer,46,20000.0,5,35,6,2,2,2206.0,1722,484.0,4455,67,0.781,no_riesgo,Medio,0.10737659574468085
Attrited Customer,35,50000.0,1,26,6,4,4,2045.0,1707,338.0,2183,39,0.176,no_riesgo,Medio,0.06191777777777777
Existing Customer,54,20000.0,2,46,3,2,3,4170.0,641,3529.0,3669,67,0.154,no_riesgo,Bajo,0.05023181818181818
Existing Customer,47,20000.0,3,36,5,4,2,3300.0,2517,783.0,3784,55,0.763,no_riesgo,Alto,0.14668333333333333
Existing Customer,46,20000.0,0,18,5,3,2,5422.0,682,4740.0,4460,62,0.126,no_riesgo,Bajo,0.055376595744680845
Existing Customer,56,50000.0,2,36,6,2,3,2015.0,807,1208.0,5209,76,0.4,no_riesgo,Bajo,0.03368385964912281
Existing Customer,47,70000.0,2,34,3,3,2,2048.0,1599,449.0,4855,88,0.781,no_riesgo,Medio,0.04367619047619048
Existing Customer,37,20000.0,2,19,6,5,2,2152.0,1682,470.0,4126,71,0.782,no_riesgo,Medio,0.1104157894736842
Attrited Customer,44,20000.0,4,39,1,4,2,3017.0,1868,1149.0,2096,50,0.619,no_riesgo,Medio,0.11562222222222222
Existing Customer,53,120000.0,3,44,4,4,2,4549.0,1073,3474.0,4485,86,0.031,no_riesgo,Bajo,0.027460185185185185
Attrited Customer,33,70000.0,1,36,4,3,2,1819.0,725,1094.0,2254,45,0.399,riesgo,Medio,0.03976890756302521
Existing Customer,46,20000.0,3,29,5,1,1,2228.0,1449,779.0,4382,83,0.65,no_riesgo,Medio,0.09372659574468085
Attrited Customer,44,20000.0,3,36,3,4,6,2279.0,1837,442.0,2789,52,0.806,riesgo,Medio,0.11407222222222223
Attrited Customer,48,50000.0,4,43,4,2,2,1438.3,0,1438.3,2520,45,0.0,riesgo,Bajo,0.02040816326530612
Existing Customer,45,120000.0,2,38,4,3,3,1686.0,0,1686.0,4413,77,0.0,riesgo,Bajo,0.021739130434782608
Existing Customer,48,50000.0,5,35,5,2,3,1942.0,1488,454.0,4940,88,0.766,riesgo,Medio,0.050168163265306126
Existing Customer,53,70000.0,4,49,5,1,2,3858.0,0,3858.0,4472,92,0.0,no_riesgo,Bajo,0.018518518518518517
Existing Customer,44,70000.0,4,32,6,3,2,11651.0,1368,10283.0,3870,64,0.117,no_riesgo,Bajo,0.041765079365079366
Existing Customer,43,50000.0,3,38,5,4,2,9449.0,1914,7535.0,4658,93,0.203,no_riesgo,Bajo,0.06100727272727273
Attrited Customer,50,20000.0,0,41,2,3,1,3423.0,0,3423.0,2229,45,0.0,no_riesgo,Bajo,0.0196078431372549
Existing Customer,47,20000.0,3,39,6,2,1,2915.0,2422,493.0,4037,83,0.176,no_riesgo,Alto,0.14193333333333333
Existing Customer,50,50000.0,3,38,4,4,1,11486.0,0,11486.0,4918,79,0.0,no_riesgo,Bajo,0.0196078431372549
Attrited Customer,40,20000.0,4,21,1,2,1,2984.0,2517,467.0,2373,53,0.176,no_riesgo,Alto,0.150240243902439
Attrited Customer,37,20000.0,3,29,3,3,3,1653.0,0,1653.0,2284,35,0.0,riesgo,Bajo,0.02631578947368421
Existing Customer,47,20000.0,3,36,5,2,1,2723.0,1588,1135.0,4307,83,0.583,no_riesgo,Bajo,0.10023333333333333
Existing Customer,40,20000.0,4,31,5,2,3,1438.3,0,1438.3,4702,84,0.0,riesgo,Bajo,0.024390243902439025
Attrited Customer,43,20000.0,1,36,1,3,2,1818.0,0,1818.0,2279,50,0.0,riesgo,Bajo,0.022727272727272728
Existing Customer,56,50000.0,0,36,5,2,3,4384.0,929,3455.0,4792,91,0.212,no_riesgo,Bajo,0.036123859649122805
Existing Customer,43,20000.0,3,36,3,3,2,1824.0,0,1824.0,4594,86,0.0,riesgo,Bajo,0.022727272727272728
Existing Customer,50,20000.0,2,45,4,1,0,5452.0,540,4912.0,4220,66,0.099,no_riesgo,Bajo,0.0466078431372549
Attrited Customer,50,50000.0,1,39,6,3,3,9248.0,0,9248.0,2325,45,0.0,no_riesgo,Bajo,0.0196078431372549
Existing Customer,55,120000.0,2,50,3,2,3,17627.0,1756,15871.0,4836,74,0.1,no_riesgo,Bajo,0.03249047619047619
Existing Customer,46,20000.0,1,16,3,1,2,1438.3,0,1438.3,4479,70,0.0,riesgo,Bajo,0.02127659574468085
Attrited Customer,44,20000.0,3,36,2,3,3,5357.0,2139,3218.0,1979,48,0.399,no_riesgo,Medio,0.12917222222222222
Existing Customer,49,50000.0,4,38,4,2,1,2542.0,850,1692.0,4972,79,0.334,no_riesgo,Bajo,0.037000000000000005
Existing Customer,51,50000.0,1,46,4,1,3,2275.0,1219,1056.0,4807,72,0.536,no_riesgo,Bajo,0.04361076923076923
Attrited Customer,43,20000.0,4,33,6,3,1,1706.0,0,1706.0,2371,45,0.0,riesgo,Bajo,0.022727272727272728
Attrited Customer,54,20000.0,2,36,6,3,1,3591.0,2517,1074.0,2313,43,0.701,no_riesgo,Alto,0.14403181818181818
Existing Customer,44,50000.0,3,29,5,1,3,19360.0,870,18490.0,3966,78,0.045,no_riesgo,Bajo,0.039622222222222225
Existing Customer,56,20000.0,4,44,3,3,2,1707.0,0,1707.0,4846,80,0.0,riesgo,Bajo,0.017543859649122806
Existing Customer,53,20000.0,4,43,6,3,1,3844.0,2079,1765.0,4271,56,0.541,no_riesgo,Medio,0.12246851851851852
Existing Customer,45,50000.0,3,39,6,4,1,2851.0,0,2851.0,3916,64,0.0,no_riesgo,Bajo,0.021739130434782608
Attrited Customer,49,20000.0,3,45,3,2,3,2951.0,2437,514.0,2519,36,0.826,riesgo,Alto,0.14185
Existing Customer,38,20000.0,1,28,6,1,1,1438.3,0,1438.3,4475,74,0.0,riesgo,Bajo,0.02564102564102564
Attrited Customer,54,120000.0,1,37,6,2,3,9090.0,2517,6573.0,2239,43,0.277,no_riesgo,Bajo,0.03915681818181818
Existing Customer,45,120000.0,5,26,6,3,2,4549.0,797,3474.0,3643,59,0.023,no_riesgo,Bajo,0.028380797101449275
Attrited Customer,53,100000.0,2,34,4,3,2,1837.0,875,962.0,2169,43,0.476,riesgo,Bajo,0.02726851851851852
Existing Customer,48,50000.0,4,40,3,3,3,2300.0,1906,394.0,4538,71,0.176,no_riesgo,Medio,0.05852816326530612
Existing Customer,36,20000.0,1,36,6,1,3,2611.0,537,2074.0,5121,83,0.206,no_riesgo,Bajo,0.05387702702702703
Existing Customer,40,100000.0,4,27,4,3,2,22863.0,927,21936.0,4071,69,0.041,no_riesgo,Bajo,0.033660243902439026
Existing Customer,53,50000.0,3,46,6,3,1,2192.0,1146,1046.0,4756,85,0.523,no_riesgo,Bajo,0.04143851851851851
Existing Customer,40,20000.0,2,28,4,6,3,2917.0,1310,1607.0,4736,79,0.449,no_riesgo,Bajo,0.08989024390243902
Existing Customer,41,50000.0,3,31,3,3,2,1438.3,913,525.3,4300,68,0.635,riesgo,Medio,0.04206952380952381
Attrited Customer,37,20000.0,3,21,4,2,2,1784.0,577,1207.0,2348,47,0.323,riesgo,Bajo,0.05516578947368421
Existing Customer,43,20000.0,4,36,5,4,1,8919.0,2231,6688.0,3923,73,0.25,no_riesgo,Bajo,0.13427727272727272
Existing Customer,52,20000.0,2,37,4,3,1,2164.0,0,2164.0,5282,80,0.0,no_riesgo,Bajo,0.018867924528301886
Existing Customer,48,50000.0,2,38,4,4,3,2792.0,1375,1417.0,4364,62,0.492,no_riesgo,Bajo,0.04790816326530612
Existing Customer,60,20000.0,0,49,5,3,3,1634.0,1155,479.0,4522,83,0.707,riesgo,Bajo,0.07414344262295082
Existing Customer,39,20000.0,1,32,4,2,3,2144.0,1557,587.0,4571,85,0.726,no_riesgo,Medio,0.10285
Existing Customer,37,50000.0,2,26,4,1,2,3664.0,1449,2215.0,4413,65,0.395,no_riesgo,Bajo,0.05529578947368421
Existing Customer,40,20000.0,4,27,5,3,1,4788.0,1088,3700.0,4438,78,0.227,no_riesgo,Bajo,0.07879024390243902
Existing Customer,34,20000.0,3,23,3,3,3,2164.0,1176,988.0,5075,71,0.543,no_riesgo,Medio,0.08737142857142857
